Amar_DN100023_c0_g1	Pele_DN144895_c2_g1
Pele_DN105033_c1_g1	Pdum_DN5145_c0_g1
Pele_DN105278_c0_g1	Amar_DN19224_c0_g1
Pele_DN105278_c0_g1	Pdum_DN1780_c0_g1
Pele_DN105278_c0_g1	Pdum_DN1780_c0_g1
Pele_DN105387_c0_g1	Pdum_DN142791_c0_g1
Pele_DN105599_c0_g1	Pdum_DN26186_c0_g1
Pele_DN105806_c0_g1	Pdum_DN96643_c0_g1
Pele_DN105865_c0_g1	Pdum_DN10471_c0_g1
Pele_DN106060_c0_g1	Amar_DN62373_c2_g4
Pele_DN106060_c0_g1	Amar_DN62373_c2_g4
Pele_DN106112_c0_g1	Amar_DN53157_c0_g1
Pele_DN10626_c0_g1	Pdum_DN1468_c0_g1
Pele_DN106560_c0_g1	Pdum_DN201167_c0_g1
Pele_DN106733_c0_g2	Amar_DN48610_c0_g1
Pele_DN106733_c0_g2	Pdum_DN6258_c0_g1
Pele_DN106742_c0_g1	Amar_DN60674_c0_g1
Pele_DN106742_c0_g1	Pdum_DN6807_c0_g1
Pele_DN106814_c0_g1	Amar_DN44060_c0_g1
Pele_DN106814_c0_g1	Pdum_DN72405_c0_g1
Pele_DN10702_c0_g1	Amar_DN69513_c0_g1
Pele_DN10702_c0_g1	Pdum_DN143579_c0_g1
Pele_DN107104_c0_g1	Pdum_DN6296_c0_g1
Pele_DN107293_c0_g3	Amar_DN158880_c0_g1
Pele_DN107667_c0_g2	Amar_DN51306_c0_g2
Pele_DN107667_c0_g2	Pdum_DN17029_c0_g1
Pele_DN108_c0_g1	Amar_DN61748_c1_g1
Pele_DN108_c0_g1	Amar_DN61748_c1_g1
Pele_DN108_c0_g1	Amar_DN61748_c1_g1
Pele_DN108073_c0_g1	Amar_DN12577_c1_g1
Pele_DN108073_c0_g1	Pdum_DN120507_c0_g1
Pele_DN108086_c0_g1	Amar_DN161971_c0_g1
Pele_DN10828_c0_g1	Amar_DN10247_c0_g1
Pele_DN10828_c0_g1	Pdum_DN166397_c0_g1
Pele_DN108315_c0_g1	Amar_DN46586_c1_g3
Pele_DN108442_c0_g1	Pdum_DN64454_c0_g3
Pele_DN108442_c1_g2	Amar_DN43505_c1_g1
Pele_DN10848_c0_g1	Amar_DN60154_c2_g10
Pele_DN10848_c0_g1	Pdum_DN172592_c0_g1
Pele_DN108584_c0_g1	Amar_DN57067_c0_g1
Pele_DN108584_c0_g1	Amar_DN57067_c0_g1
Pele_DN108584_c0_g1	Amar_DN57067_c0_g1
Pele_DN108584_c0_g1	Pdum_DN76284_c0_g1
Pele_DN108689_c0_g1	Amar_DN38511_c0_g2
Pele_DN108689_c0_g1	Pdum_DN122750_c0_g1
Pele_DN108855_c0_g1	Pdum_DN6696_c1_g1
Pele_DN109023_c0_g1	Pdum_DN88688_c1_g2
Pele_DN109179_c0_g1	Pdum_DN5929_c0_g1
Pele_DN10929_c0_g1	Pdum_DN2391_c1_g1
Pele_DN10929_c0_g1	Pdum_DN2391_c1_g1
Pele_DN10929_c0_g3	Pdum_DN2391_c1_g1
Pele_DN109324_c0_g1	Pdum_DN6049_c0_g1
Pele_DN109448_c0_g1	Amar_DN61836_c1_g2
Pele_DN109448_c0_g1	Amar_DN61836_c1_g2
Pele_DN109448_c0_g1	Pdum_DN44869_c0_g2
Pele_DN109637_c0_g1	Amar_DN53015_c0_g1
Pele_DN109637_c0_g1	Pdum_DN15542_c0_g1
Pele_DN109676_c0_g1	Amar_DN52248_c0_g1
Pele_DN109676_c0_g2	Pdum_DN2164_c0_g1
Pele_DN109676_c0_g2	Pdum_DN2164_c0_g1
Pele_DN109976_c0_g2	Amar_DN49953_c0_g1
Pele_DN110051_c0_g1	Amar_DN25463_c0_g1
Pele_DN110051_c0_g1	Pdum_DN5622_c0_g1
Pele_DN110185_c0_g1	Amar_DN44320_c0_g1
Pele_DN110185_c0_g1	Pdum_DN4159_c0_g1
Pele_DN110185_c0_g1	Pdum_DN4159_c0_g1
Pele_DN110211_c0_g1	Pdum_DN2843_c0_g1
Pele_DN110285_c0_g1	Amar_DN50789_c0_g1
Pele_DN110285_c0_g1	Pdum_DN7624_c0_g1
Pele_DN110329_c0_g1	Amar_DN53775_c0_g1
Pele_DN110329_c0_g1	Amar_DN53775_c0_g1
Pele_DN110329_c0_g1	Pdum_DN232887_c0_g1
Pele_DN110394_c0_g1	Pdum_DN57675_c0_g1
Pele_DN111159_c0_g1	Pdum_DN86682_c0_g1
Pele_DN111186_c0_g1	Amar_DN22135_c0_g1
Pele_DN111186_c0_g1	Pdum_DN6162_c0_g1
Pele_DN111186_c0_g1	Pdum_DN6162_c0_g1
Pele_DN11134_c0_g1	Amar_DN69692_c0_g1
Pele_DN111379_c0_g1	Pdum_DN262462_c0_g1
Pele_DN111510_c0_g1	Amar_DN39339_c0_g1
Pele_DN111510_c0_g1	Pdum_DN6676_c0_g1
Pele_DN111538_c0_g4	Amar_DN57572_c0_g4
Pele_DN111538_c0_g4	Pdum_DN7995_c0_g2
Pele_DN111782_c0_g1	Amar_DN19220_c0_g1
Pele_DN111848_c0_g1	Amar_DN61527_c0_g2
Pele_DN111848_c0_g1	Pdum_DN94384_c1_g1
Pele_DN111863_c0_g1	Amar_DN9710_c0_g1
Pele_DN1119_c0_g1	Pdum_DN167746_c0_g1
Pele_DN111958_c0_g1	Amar_DN52527_c0_g2
Pele_DN11199_c0_g1	Pdum_DN1886_c0_g1
Pele_DN112_c0_g1	Amar_DN61830_c0_g1
Pele_DN112_c0_g1	Amar_DN61830_c0_g1
Pele_DN112_c0_g1	Pdum_DN127529_c1_g1
Pele_DN112081_c0_g2	Amar_DN61086_c4_g1
Pele_DN112081_c0_g2	Amar_DN61086_c4_g1
Pele_DN112184_c0_g4	Amar_DN24841_c0_g2
Pele_DN112184_c0_g4	Pdum_DN21563_c0_g1
Pele_DN112223_c0_g1	Amar_DN46318_c0_g1
Pele_DN112223_c0_g1	Pdum_DN39992_c0_g1
Pele_DN112283_c0_g1	Pdum_DN8191_c0_g1
Pele_DN11249_c0_g2	Amar_DN60775_c0_g6
Pele_DN11249_c0_g2	Pdum_DN72147_c0_g2
Pele_DN112921_c0_g1	Pdum_DN5462_c0_g1
Pele_DN112980_c0_g1	Amar_DN47889_c0_g1
Pele_DN112980_c0_g1	Pdum_DN8767_c0_g3
Pele_DN113057_c0_g1	Pdum_DN12986_c0_g1
Pele_DN113086_c0_g1	Amar_DN46537_c0_g1
Pele_DN113086_c0_g1	Pdum_DN4694_c0_g2
Pele_DN113188_c0_g1	Pdum_DN66791_c0_g1
Pele_DN113225_c0_g1	Pdum_DN8079_c0_g1
Pele_DN113539_c0_g1	Amar_DN51957_c0_g1
Pele_DN113539_c0_g1	Pdum_DN8187_c1_g2
Pele_DN113799_c0_g1	Pdum_DN6741_c0_g2
Pele_DN11387_c0_g1	Amar_DN58675_c2_g1
Pele_DN114209_c1_g1	Pdum_DN364_c0_g1
Pele_DN114317_c0_g1	Amar_DN61014_c0_g1
Pele_DN114317_c0_g1	Pdum_DN114329_c0_g1
Pele_DN114379_c0_g1	Amar_DN46661_c0_g2
Pele_DN114379_c0_g1	Pdum_DN10110_c0_g1
Pele_DN114379_c1_g1	Amar_DN46661_c0_g2
Pele_DN114379_c1_g1	Pdum_DN10110_c0_g1
Pele_DN114379_c1_g1	Pdum_DN10110_c0_g1
Pele_DN114379_c1_g1	Pdum_DN10110_c0_g1
Pele_DN114386_c0_g1	Amar_DN62360_c0_g2
Pele_DN114386_c0_g1	Amar_DN62360_c0_g2
Pele_DN114386_c0_g1	Pdum_DN256496_c0_g1
Pele_DN114420_c0_g2	Amar_DN44991_c0_g1
Pele_DN114462_c0_g2	Amar_DN146921_c0_g1
Pele_DN114532_c0_g1	Pdum_DN52607_c0_g1
Pele_DN115369_c0_g3	Amar_DN49750_c1_g1
Pele_DN115369_c0_g3	Pdum_DN6395_c0_g1
Pele_DN11554_c0_g1	Amar_DN62595_c1_g3
Pele_DN11554_c0_g1	Pdum_DN209624_c0_g1
Pele_DN115653_c0_g1	Pdum_DN379_c2_g1
Pele_DN115653_c1_g1	Amar_DN87903_c0_g1
Pele_DN116047_c0_g1	Pdum_DN34311_c0_g1
Pele_DN116057_c0_g1	Amar_DN50910_c0_g1
Pele_DN116057_c0_g1	Pdum_DN2452_c1_g1
Pele_DN116216_c0_g1	Pdum_DN16588_c0_g1
Pele_DN116236_c0_g2	Amar_DN53051_c0_g3
Pele_DN116236_c0_g2	Amar_DN53051_c0_g3
Pele_DN116236_c0_g2	Pdum_DN211589_c0_g1
Pele_DN116426_c0_g1	Pdum_DN3373_c0_g1
Pele_DN116445_c0_g1	Amar_DN501_c0_g1
Pele_DN116445_c0_g1	Pdum_DN272398_c0_g1
Pele_DN116455_c0_g2	Amar_DN48653_c0_g1
Pele_DN116455_c0_g2	Pdum_DN1613_c0_g1
Pele_DN116461_c0_g1	Amar_DN62175_c0_g1
Pele_DN116461_c0_g1	Amar_DN62175_c0_g1
Pele_DN116461_c0_g1	Pdum_DN4646_c0_g1
Pele_DN116593_c0_g3	Amar_DN156715_c0_g1
Pele_DN116661_c0_g1	Amar_DN77203_c0_g1
Pele_DN117066_c0_g1	Amar_DN60606_c3_g2
Pele_DN117111_c0_g2	Amar_DN32982_c0_g1
Pele_DN117111_c0_g2	Pdum_DN48862_c1_g2
Pele_DN117145_c0_g1	Pdum_DN233291_c0_g1
Pele_DN117174_c0_g1	Amar_DN168333_c0_g1
Pele_DN117178_c0_g1	Pdum_DN2764_c0_g1
Pele_DN117461_c2_g1	Amar_DN52556_c1_g2
Pele_DN117461_c2_g1	Pdum_DN60465_c0_g2
Pele_DN117492_c0_g2	Amar_DN53420_c0_g1
Pele_DN117522_c0_g1	Amar_DN37730_c1_g1
Pele_DN11753_c0_g1	Amar_DN58147_c0_g2
Pele_DN11753_c0_g1	Amar_DN58147_c0_g2
Pele_DN11753_c0_g1	Amar_DN58147_c0_g2
Pele_DN11754_c0_g1	Amar_DN58645_c1_g3
Pele_DN11754_c0_g1	Amar_DN58645_c1_g3
Pele_DN117627_c0_g1	Pdum_DN258820_c0_g1
Pele_DN117681_c0_g1	Pdum_DN15542_c0_g1
Pele_DN117895_c0_g1	Pdum_DN1122_c0_g1
Pele_DN117972_c0_g1	Amar_DN54375_c0_g1
Pele_DN117991_c0_g1	Amar_DN25214_c0_g1
Pele_DN118008_c0_g1	Pdum_DN5308_c2_g1
Pele_DN118078_c0_g1	Amar_DN4507_c0_g1
Pele_DN118078_c0_g1	Pdum_DN166839_c0_g1
Pele_DN118078_c1_g1	Amar_DN52423_c0_g1
Pele_DN118078_c1_g1	Pdum_DN4646_c0_g2
Pele_DN118183_c0_g1	Amar_DN59034_c1_g1
Pele_DN118183_c1_g1	Amar_DN59034_c1_g1
Pele_DN118183_c1_g2	Pdum_DN53691_c0_g1
Pele_DN118183_c1_g2	Amar_DN59034_c1_g1
Pele_DN118183_c1_g2	Amar_DN59034_c1_g1
Pele_DN118183_c1_g2	Pdum_DN53691_c0_g1
Pele_DN118235_c0_g4	Amar_DN2750_c0_g1
Pele_DN118249_c0_g1	Pdum_DN60527_c0_g1
Pele_DN118457_c2_g1	Pdum_DN11183_c0_g1
Pele_DN118817_c0_g2	Amar_DN48696_c0_g2
Pele_DN118817_c0_g2	Pdum_DN123711_c0_g1
Pele_DN118890_c1_g2	Pdum_DN192251_c0_g1
Pele_DN118980_c0_g1	Amar_DN61328_c1_g2
Pele_DN118980_c0_g1	Amar_DN61328_c1_g2
Pele_DN118980_c0_g1	Amar_DN61328_c1_g2
Pele_DN118980_c0_g1	Pdum_DN21844_c0_g1
Pele_DN119075_c0_g1	Amar_DN59150_c0_g16
Pele_DN119075_c0_g1	Pdum_DN9156_c0_g1
Pele_DN119075_c0_g1	Pdum_DN9156_c0_g1
Pele_DN119075_c0_g2	Amar_DN59150_c0_g16
Pele_DN119075_c0_g2	Pdum_DN9156_c0_g1
Pele_DN119075_c0_g2	Pdum_DN9156_c0_g1
Pele_DN119106_c0_g1	Amar_DN51268_c2_g1
Pele_DN119125_c0_g5	Amar_DN35110_c0_g1
Pele_DN119125_c0_g5	Pdum_DN85103_c0_g2
Pele_DN119166_c0_g1	Amar_DN57944_c0_g1
Pele_DN119166_c0_g1	Amar_DN57944_c0_g1
Pele_DN119166_c0_g1	Pdum_DN24571_c0_g2
Pele_DN119166_c0_g2	Pdum_DN24571_c0_g2
Pele_DN119166_c0_g2	Pdum_DN24571_c0_g2
Pele_DN119177_c0_g1	Amar_DN141093_c0_g1
Pele_DN119219_c0_g1	Amar_DN48747_c0_g1
Pele_DN119219_c0_g1	Pdum_DN7429_c0_g1
Pele_DN119343_c0_g1	Amar_DN43034_c0_g1
Pele_DN119343_c0_g1	Pdum_DN209418_c0_g1
Pele_DN119392_c0_g1	Pdum_DN9869_c0_g1
Pele_DN119551_c0_g1	Pdum_DN4700_c0_g1
Pele_DN1196_c0_g1	Amar_DN52120_c0_g5
Pele_DN1196_c0_g1	Pdum_DN19398_c0_g2
Pele_DN119644_c0_g1	Amar_DN62553_c2_g6
Pele_DN119644_c0_g1	Pdum_DN22521_c0_g1
Pele_DN119644_c0_g1	Pdum_DN22521_c0_g1
Pele_DN119644_c0_g1	Amar_DN62553_c2_g6
Pele_DN119644_c0_g1	Pdum_DN22521_c0_g1
Pele_DN119644_c0_g1	Pdum_DN22521_c0_g1
Pele_DN119777_c0_g1	Pdum_DN123365_c0_g1
Pele_DN119802_c0_g1	Amar_DN57988_c5_g3
Pele_DN119802_c0_g1	Pdum_DN240527_c0_g1
Pele_DN11986_c1_g1	Amar_DN60734_c1_g1
Pele_DN11986_c1_g1	Amar_DN60734_c1_g1
Pele_DN11986_c1_g1	Pdum_DN233883_c0_g1
Pele_DN119974_c0_g3	Pdum_DN18297_c0_g1
Pele_DN120035_c0_g1	Amar_DN40640_c0_g1
Pele_DN120035_c0_g1	Pdum_DN16903_c1_g1
Pele_DN120046_c0_g1	Amar_DN46684_c1_g1
Pele_DN120046_c0_g1	Pdum_DN4455_c0_g1
Pele_DN120046_c0_g1	Pdum_DN4455_c0_g1
Pele_DN120143_c0_g1	Pdum_DN24571_c0_g2
Pele_DN120174_c0_g1	Pdum_DN7995_c0_g1
Pele_DN120251_c0_g1	Pdum_DN80639_c0_g1
Pele_DN120327_c0_g1	Amar_DN53490_c0_g2
Pele_DN120332_c0_g1	Amar_DN53469_c0_g1
Pele_DN120332_c0_g1	Pdum_DN8614_c0_g1
Pele_DN120339_c0_g3	Pdum_DN79744_c0_g1
Pele_DN120387_c0_g1	Amar_DN60566_c2_g4
Pele_DN120387_c0_g1	Amar_DN60566_c2_g4
Pele_DN120388_c0_g1	Amar_DN45968_c0_g1
Pele_DN120388_c0_g1	Pdum_DN34620_c0_g1
Pele_DN12051_c0_g1	Amar_DN160457_c0_g1
Pele_DN120567_c0_g1	Pdum_DN15788_c0_g1
Pele_DN120626_c0_g1	Amar_DN61373_c4_g2
Pele_DN120626_c0_g1	Pdum_DN59938_c0_g1
Pele_DN120744_c0_g1	Pdum_DN63422_c0_g1
Pele_DN120807_c0_g2	Pdum_DN4455_c0_g1
Pele_DN120857_c0_g1	Pdum_DN6867_c0_g3
Pele_DN120921_c0_g1	Amar_DN52077_c0_g1
Pele_DN120921_c0_g1	Pdum_DN2379_c0_g1
Pele_DN121028_c0_g1	Pdum_DN9192_c0_g1
Pele_DN121075_c0_g4	Amar_DN60335_c2_g1
Pele_DN121075_c0_g4	Amar_DN60335_c2_g9
Pele_DN12110_c0_g1	Amar_DN61966_c2_g6
Pele_DN121156_c0_g1	Amar_DN52525_c0_g1
Pele_DN121156_c0_g1	Pdum_DN2229_c0_g1
Pele_DN121163_c0_g1	Pdum_DN35356_c0_g1
Pele_DN121163_c0_g2	Amar_DN59074_c0_g8
Pele_DN121166_c0_g1	Amar_DN51779_c1_g1
Pele_DN121184_c0_g4	Amar_DN76844_c0_g1
Pele_DN121272_c1_g1	Amar_DN63580_c8_g5
Pele_DN121272_c1_g1	Pdum_DN24398_c0_g1
Pele_DN121381_c0_g3	Amar_DN1152_c0_g1
Pele_DN121424_c0_g1	Amar_DN56762_c0_g2
Pele_DN121439_c0_g1	Pdum_DN6985_c0_g1
Pele_DN121439_c0_g1	Pdum_DN6985_c0_g1
Pele_DN121447_c0_g1	Pdum_DN6939_c1_g1
Pele_DN121478_c0_g2	Amar_DN30470_c0_g1
Pele_DN121677_c0_g1	Amar_DN52147_c0_g2
Pele_DN121677_c0_g1	Pdum_DN5826_c0_g1
Pele_DN121677_c1_g2	Amar_DN46497_c0_g1
Pele_DN121677_c1_g2	Pdum_DN6784_c0_g1
Pele_DN121738_c0_g1	Pdum_DN2465_c0_g1
Pele_DN121750_c0_g2	Amar_DN51241_c0_g1
Pele_DN121750_c0_g2	Pdum_DN6292_c0_g1
Pele_DN121750_c0_g2	Pdum_DN6292_c0_g1
Pele_DN121823_c0_g1	Amar_DN51100_c0_g1
Pele_DN121823_c0_g1	Pdum_DN89643_c0_g1
Pele_DN121848_c0_g1	Pdum_DN6493_c0_g1
Pele_DN121848_c0_g1	Pdum_DN6493_c0_g1
Pele_DN121848_c0_g1	Pdum_DN6493_c0_g1
Pele_DN121848_c0_g1	Pdum_DN6493_c0_g1
Pele_DN121974_c0_g1	Amar_DN52122_c0_g1
Pele_DN121974_c0_g1	Pdum_DN6887_c0_g1
Pele_DN12202_c0_g1	Amar_DN61393_c2_g2
Pele_DN122040_c0_g1	Amar_DN50475_c0_g1
Pele_DN122040_c0_g1	Pdum_DN1389_c0_g1
Pele_DN122040_c0_g1	Pdum_DN1389_c0_g1
Pele_DN122043_c0_g3	Amar_DN27301_c0_g2
Pele_DN122043_c0_g3	Pdum_DN62796_c0_g2
Pele_DN122043_c0_g5	Amar_DN52131_c0_g3
Pele_DN122043_c0_g5	Pdum_DN62796_c0_g1
Pele_DN122220_c0_g1	Amar_DN6832_c0_g1
Pele_DN122300_c0_g1	Amar_DN60374_c1_g5
Pele_DN122366_c0_g1	Amar_DN45924_c0_g1
Pele_DN122366_c0_g1	Pdum_DN9041_c0_g1
Pele_DN122437_c1_g1	Amar_DN59007_c7_g2
Pele_DN122469_c0_g1	Pdum_DN73217_c0_g1
Pele_DN122469_c0_g1	Amar_DN62761_c0_g22
Pele_DN122469_c0_g1	Pdum_DN73217_c0_g1
Pele_DN122474_c0_g1	Amar_DN54383_c0_g1
Pele_DN122474_c0_g1	Pdum_DN5664_c0_g1
Pele_DN122474_c0_g2	Amar_DN54383_c0_g1
Pele_DN122474_c0_g2	Pdum_DN5664_c0_g1
Pele_DN122630_c0_g1	Amar_DN50840_c0_g1
Pele_DN122776_c0_g1	Amar_DN52541_c0_g1
Pele_DN12279_c0_g1	Pdum_DN267665_c0_g1
Pele_DN12287_c0_g1	Amar_DN13676_c0_g1
Pele_DN12287_c0_g1	Pdum_DN4765_c0_g1
Pele_DN12292_c0_g1	Amar_DN58829_c0_g1
Pele_DN122971_c0_g1	Pdum_DN47302_c0_g1
Pele_DN122971_c0_g1	Amar_DN63136_c0_g10
Pele_DN123031_c0_g3	Pdum_DN5227_c0_g1
Pele_DN123031_c0_g6	Pdum_DN5227_c0_g1
Pele_DN123031_c2_g1	Pdum_DN5227_c0_g1
Pele_DN123031_c2_g1	Pdum_DN5227_c0_g1
Pele_DN123031_c2_g1	Pdum_DN5227_c0_g1
Pele_DN123031_c2_g1	Pdum_DN5227_c0_g1
Pele_DN123079_c0_g1	Amar_DN59799_c0_g1
Pele_DN123079_c0_g1	Pdum_DN2575_c0_g2
Pele_DN123225_c0_g1	Amar_DN34961_c0_g1
Pele_DN123225_c0_g1	Pdum_DN3567_c0_g1
Pele_DN123263_c1_g1	Amar_DN146806_c0_g1
Pele_DN123333_c0_g1	Pdum_DN144132_c0_g1
Pele_DN123354_c0_g1	Amar_DN57609_c0_g2
Pele_DN123354_c0_g1	Amar_DN57609_c0_g2
Pele_DN123354_c0_g1	Amar_DN57609_c0_g2
Pele_DN123535_c0_g1	Pdum_DN6610_c0_g3
Pele_DN123688_c0_g1	Amar_DN28985_c0_g1
Pele_DN123842_c0_g1	Amar_DN62997_c2_g1
Pele_DN123842_c0_g3	Amar_DN55689_c2_g1
Pele_DN123911_c0_g1	Amar_DN21280_c0_g1
Pele_DN123911_c0_g1	Pdum_DN47226_c0_g1
Pele_DN123924_c0_g1	Pdum_DN478_c0_g1
Pele_DN123969_c0_g1	Pdum_DN68071_c0_g1
Pele_DN124162_c0_g2	Pdum_DN265748_c0_g1
Pele_DN124252_c0_g1	Amar_DN116760_c0_g1
Pele_DN124270_c0_g1	Pdum_DN24571_c0_g1
Pele_DN124303_c0_g1	Amar_DN41000_c0_g1
Pele_DN124303_c0_g1	Amar_DN41000_c0_g1
Pele_DN124303_c0_g1	Pdum_DN6173_c0_g1
Pele_DN124326_c0_g1	Amar_DN9847_c0_g1
Pele_DN124327_c0_g1	Amar_DN53555_c0_g1
Pele_DN124327_c0_g1	Pdum_DN10844_c0_g1
Pele_DN124358_c0_g1	Pdum_DN41784_c0_g1
Pele_DN124375_c0_g2	Pdum_DN114994_c0_g1
Pele_DN124542_c0_g1	Amar_DN55278_c1_g1
Pele_DN124542_c0_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c0_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c0_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c0_g1	Amar_DN55278_c1_g1
Pele_DN124542_c0_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c0_g1	Amar_DN55278_c1_g1
Pele_DN124542_c0_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124542_c1_g1	Pdum_DN9431_c0_g1
Pele_DN124612_c0_g1	Amar_DN60039_c0_g5
Pele_DN124612_c0_g1	Amar_DN60039_c0_g5
Pele_DN124612_c0_g1	Amar_DN60039_c0_g5
Pele_DN124612_c0_g1	Pdum_DN68071_c1_g1
Pele_DN124658_c0_g1	Pdum_DN8614_c0_g2
Pele_DN124695_c0_g1	Amar_DN51743_c0_g2
Pele_DN124695_c0_g1	Pdum_DN634_c0_g1
Pele_DN124695_c0_g1	Amar_DN51743_c0_g2
Pele_DN124695_c0_g2	Amar_DN51743_c0_g1
Pele_DN124695_c0_g2	Pdum_DN634_c0_g1
Pele_DN124695_c1_g1	Pdum_DN14415_c0_g1
Pele_DN124831_c0_g1	Pdum_DN6097_c0_g2
Pele_DN124878_c0_g5	Amar_DN149649_c0_g1
Pele_DN124883_c0_g1	Amar_DN56410_c0_g2
Pele_DN124883_c0_g1	Pdum_DN1702_c0_g1
Pele_DN125124_c0_g1	Amar_DN110733_c0_g1
Pele_DN125167_c0_g1	Pdum_DN34303_c0_g1
Pele_DN12526_c0_g1	Amar_DN62140_c0_g8
Pele_DN12526_c0_g1	Pdum_DN29687_c0_g1
Pele_DN12528_c0_g2	Pdum_DN544_c0_g1
Pele_DN125317_c0_g1	Amar_DN57137_c1_g1
Pele_DN125317_c0_g1	Pdum_DN58791_c0_g1
Pele_DN125526_c0_g2	Amar_DN151240_c0_g1
Pele_DN125566_c2_g1	Amar_DN104624_c0_g1
Pele_DN125603_c0_g1	Amar_DN61153_c5_g4
Pele_DN125603_c0_g1	Pdum_DN144159_c0_g1
Pele_DN125660_c0_g6	Pdum_DN25870_c0_g2
Pele_DN125859_c0_g1	Amar_DN51567_c0_g2
Pele_DN125859_c0_g1	Pdum_DN109443_c0_g1
Pele_DN125953_c0_g1	Amar_DN46315_c0_g1
Pele_DN125953_c0_g1	Pdum_DN9702_c0_g1
Pele_DN125990_c0_g3	Amar_DN19273_c0_g1
Pele_DN126210_c0_g1	Amar_DN54365_c0_g1
Pele_DN126210_c0_g1	Pdum_DN33921_c0_g1
Pele_DN126231_c0_g1	Amar_DN57187_c0_g1
Pele_DN126231_c0_g1	Pdum_DN50139_c0_g1
Pele_DN126231_c0_g1	Pdum_DN50139_c0_g1
Pele_DN126231_c1_g1	Amar_DN57187_c0_g1
Pele_DN126231_c1_g1	Pdum_DN50139_c0_g1
Pele_DN126322_c0_g1	Pdum_DN7157_c0_g1
Pele_DN126379_c0_g1	Amar_DN62534_c4_g4
Pele_DN126379_c0_g1	Amar_DN62534_c4_g4
Pele_DN126529_c0_g1	Amar_DN57305_c0_g2
Pele_DN126645_c0_g1	Pdum_DN4177_c0_g1
Pele_DN126645_c0_g1	Pdum_DN4177_c0_g1
Pele_DN126709_c1_g4	Amar_DN62175_c0_g1
Pele_DN126709_c1_g4	Amar_DN62175_c0_g1
Pele_DN126709_c1_g4	Pdum_DN4646_c0_g1
Pele_DN126709_c1_g4	Pdum_DN4646_c0_g1
Pele_DN12671_c0_g1	Amar_DN61515_c2_g3
Pele_DN126782_c0_g1	Amar_DN1382_c0_g2
Pele_DN126782_c0_g1	Pdum_DN163855_c0_g1
Pele_DN126813_c0_g1	Amar_DN47285_c0_g1
Pele_DN126813_c0_g1	Pdum_DN7764_c0_g1
Pele_DN126813_c0_g1	Pdum_DN7764_c0_g1
Pele_DN126961_c0_g1	Pdum_DN8801_c0_g1
Pele_DN126961_c0_g1	Pdum_DN8801_c0_g1
Pele_DN126961_c0_g4	Pdum_DN8801_c0_g1
Pele_DN127037_c0_g1	Amar_DN53327_c0_g1
Pele_DN127037_c0_g1	Pdum_DN52614_c0_g1
Pele_DN127266_c0_g1	Amar_DN59764_c0_g6
Pele_DN127266_c0_g1	Pdum_DN12256_c0_g1
Pele_DN127349_c0_g1	Amar_DN52695_c0_g1
Pele_DN127349_c0_g1	Pdum_DN6153_c0_g1
Pele_DN12736_c0_g1	Pdum_DN10991_c0_g1
Pele_DN127465_c0_g1	Amar_DN62175_c0_g1
Pele_DN127465_c0_g1	Pdum_DN4646_c0_g1
Pele_DN127479_c0_g1	Pdum_DN4057_c0_g1
Pele_DN127479_c0_g1	Pdum_DN4057_c0_g1
Pele_DN127479_c0_g1	Pdum_DN4057_c0_g1
Pele_DN127539_c0_g1	Pdum_DN2648_c1_g1
Pele_DN127539_c2_g5	Amar_DN60169_c3_g2
Pele_DN127539_c2_g5	Pdum_DN10324_c0_g1
Pele_DN127539_c2_g6	Amar_DN59308_c2_g1
Pele_DN127607_c0_g1	Amar_DN27801_c0_g1
Pele_DN127640_c0_g1	Amar_DN59754_c0_g2
Pele_DN127647_c0_g1	Amar_DN85349_c0_g1
Pele_DN127792_c0_g1	Pdum_DN23520_c0_g1
Pele_DN127875_c0_g5	Pdum_DN146959_c0_g1
Pele_DN1280_c0_g1	Amar_DN149336_c0_g1
Pele_DN128130_c0_g1	Amar_DN55853_c0_g1
Pele_DN128130_c0_g1	Pdum_DN5281_c0_g1
Pele_DN128138_c0_g2	Pdum_DN111720_c0_g1
Pele_DN12816_c0_g1	Amar_DN58623_c1_g8
Pele_DN128340_c0_g1	Pdum_DN4828_c0_g2
Pele_DN128384_c0_g1	Amar_DN52742_c0_g1
Pele_DN128501_c0_g1	Pdum_DN475_c0_g1
Pele_DN128502_c0_g1	Amar_DN60189_c2_g5
Pele_DN128502_c0_g2	Amar_DN60189_c2_g5
Pele_DN128502_c0_g2	Amar_DN60189_c2_g5
